task_id,source,model,strategy,run_number,passed,error_type,input_tokens,output_tokens,latency_ms,estimated_cost_usd,execution_time_s,error_msg
mbpp_731,MBPP,openai/gpt-oss-120b,S0,1,True,,147,217,1842.59,0.0002072,0.076,
mbpp_732,MBPP,openai/gpt-oss-120b,S0,1,True,,143,213,2912.67,0.0002028,0.0636,
mbpp_733,MBPP,openai/gpt-oss-120b,S0,1,True,,146,318,812.68,0.0002724,0.0632,
mbpp_734,MBPP,openai/gpt-oss-120b,S0,1,False,syntax_error,167,512,5202.04,0.000408,0.1007,"File ""C:\Users\dell\AppData\Local\Temp\tmp04gwqctv.py"", line 23
    ([0, 1,
     ^
SyntaxError: '[' was never closed"
mbpp_735,MBPP,openai/gpt-oss-120b,S0,1,False,runtime_error,163,466,4155.72,0.0003763,0.0986,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp68clbcdk.py"", line 22, in <module>
    assert toggle_middle_bits(9) == 15
           ^^^^^^^^^^^^^^^^^^
NameError: name '"
mbpp_736,MBPP,openai/gpt-oss-120b,S0,1,True,,169,287,4070.26,0.0002626,0.0593,
mbpp_737,MBPP,openai/gpt-oss-120b,S0,1,True,,143,178,2743.19,0.0001801,0.0763,
mbpp_738,MBPP,openai/gpt-oss-120b,S0,1,False,runtime_error,164,512,2521.08,0.0004066,0.0773,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpb8rimcrr.py"", line 4, in <module>
    assert geometric_sum(7) == 1.9921875
           ^^^^^^^^^^^^^
NameError: name 'geom"
mbpp_739,MBPP,openai/gpt-oss-120b,S0,1,False,runtime_error,161,512,4512.82,0.0004053,0.0897,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp9fd6g_hi.py"", line 4, in <module>
    assert find_Index(2) == 4
           ^^^^^^^^^^
NameError: name 'find_Index' is not"
mbpp_740,MBPP,openai/gpt-oss-120b,S0,1,True,,164,359,3891.43,0.0003072,0.0522,
mbpp_741,MBPP,openai/gpt-oss-120b,S0,1,False,runtime_error,142,279,4050.59,0.0002453,0.0958,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpqr763i43.py"", line 28, in <module>
    print(f""{repr(case)} -> {all_Characters_Same(case)}"")
    ~~~~~^^^^^^^^^^^^^^^^^^^"
mbpp_742,MBPP,openai/gpt-oss-120b,S0,1,False,syntax_error,140,512,2523.82,0.0003958,0.0938,"File ""C:\Users\dell\AppData\Local\Temp\tmpnwd3g5z5.py"", line 23
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 29)"
mbpp_743,MBPP,openai/gpt-oss-120b,S0,1,True,,158,390,3944.83,0.0003246,0.0591,
mbpp_744,MBPP,openai/gpt-oss-120b,S0,1,True,,140,179,3513.64,0.0001793,0.0603,
mbpp_745,MBPP,openai/gpt-oss-120b,S0,1,True,,174,286,2012.44,0.0002642,0.0661,
mbpp_746,MBPP,openai/gpt-oss-120b,S0,1,True,,158,158,2802.77,0.0001738,0.0578,
mbpp_747,MBPP,openai/gpt-oss-120b,S0,1,True,,162,492,3401.73,0.0003927,0.0672,
mbpp_748,MBPP,openai/gpt-oss-120b,S0,1,False,syntax_error,142,512,3375.45,0.0003967,0.1074,"File ""C:\Users\dell\AppData\Local\Temp\tmpcv7tzmtt.py"", line 15
    if
      ^
SyntaxError: invalid syntax"
mbpp_749,MBPP,openai/gpt-oss-120b,S0,1,False,assertion_error,158,286,5177.78,0.000257,0.0998,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp9o_z3o8w.py"", line 14, in <module>
    assert sort_numeric_strings( ['4','12','45','7','0','100','200','-12','-500'])==[-"
mbpp_750,MBPP,openai/gpt-oss-120b,S0,1,False,assertion_error,137,195,1779.14,0.0001884,0.1115,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpq87w87lp.py"", line 16, in <module>
    assert add_tuple([5, 6, 7], (9, 10)) == [5, 6, 7, 9, 10]
           ^^^^^^^^^^^^^^"
mbpp_751,MBPP,openai/gpt-oss-120b,S0,1,False,runtime_error,166,424,3207.12,0.0003503,0.1021,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpp81ly8ow.py"", line 30, in <module>
    assert check_min_heap([1, 2, 3, 4, 5, 6]) == True
           ^^^^^^^^^^^^^^
NameEr"
mbpp_752,MBPP,openai/gpt-oss-120b,S0,1,True,,210,373,4189.9,0.000337,0.0699,
mbpp_753,MBPP,openai/gpt-oss-120b,S0,1,False,runtime_error,168,512,3521.53,0.0004084,0.1053,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpkyrge2q2.py"", line 4, in <module>
    assert min_k([('Manjeet', 10), ('Akshat', 4), ('Akash', 2), ('Nikhil', 8)], 2) == ["
mbpp_754,MBPP,openai/gpt-oss-120b,S0,1,True,,172,386,4306.54,0.0003283,0.0632,
mbpp_755,MBPP,openai/gpt-oss-120b,S0,1,False,runtime_error,138,240,2678.43,0.0002181,0.1008,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp3k0avghe.py"", line 22, in <module>
    assert second_smallest([2,2])==None
           ~~~~~~~~~~~~~~~^^^^^^^
  File ""C:\U"
mbpp_756,MBPP,openai/gpt-oss-120b,S0,1,True,,167,325,3091.85,0.0002864,0.0906,
mbpp_757,MBPP,openai/gpt-oss-120b,S0,1,False,syntax_error,162,512,3206.61,0.0004057,0.1001,"File ""C:\Users\dell\AppData\Local\Temp\tmp1yx4d5zw.py"", line 6
    assert count_reverse_pairs([""julia"", ""best"", ""tseb"", ""for"", ""ailuj""])== 2
    ^^^^^^
IndentationError: expected an indented block aft"
mbpp_758,MBPP,openai/gpt-oss-120b,S0,1,True,,168,430,5355.1,0.0003551,0.0802,
mbpp_759,MBPP,openai/gpt-oss-120b,S0,1,True,,144,282,2964.15,0.0002481,0.0822,
mbpp_760,MBPP,openai/gpt-oss-120b,S0,1,True,,143,196,2956.19,0.0001918,0.0672,
mbpp_762,MBPP,openai/gpt-oss-120b,S0,1,True,,155,219,1809.69,0.0002121,0.0641,
mbpp_763,MBPP,openai/gpt-oss-120b,S0,1,False,runtime_error,159,417,3377.56,0.0003426,0.1242,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpzi8rqf0i.py"", line 38, in <module>
    assert find_min_diff((1,5,3,19,18,25),6) == 1
           ~~~~~~~~~~~~~^^^^^^^^^^^^"
mbpp_764,MBPP,openai/gpt-oss-120b,S0,1,True,,138,125,2561.01,0.0001434,0.0676,
mbpp_765,MBPP,openai/gpt-oss-120b,S0,1,False,syntax_error,144,512,1539.39,0.0003976,0.1212,"File ""C:\Users\dell\AppData\Local\Temp\tmpwubkc06f.py"", line 15
    candidate +=
                ^
SyntaxError: invalid syntax"
mbpp_766,MBPP,openai/gpt-oss-120b,S0,1,True,,143,221,4838.59,0.000208,0.0647,
mbpp_767,MBPP,openai/gpt-oss-120b,S0,1,True,,157,329,1818.39,0.0002845,0.0733,
mbpp_769,MBPP,openai/gpt-oss-120b,S0,1,False,assertion_error,135,210,2853.32,0.0001972,0.1077,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp1a96d90p.py"", line 7, in <module>
    assert (Diff([10, 15, 20, 25, 30, 35, 40], [25, 40, 35])) == [10, 20, 30, 15]
     "
mbpp_770,MBPP,openai/gpt-oss-120b,S0,1,False,assertion_error,143,512,3570.39,0.0003972,0.1088,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpn628vj3u.py"", line 16, in <module>
    assert odd_num_sum(2) == 82
           ^^^^^^^^^^^^^^^^^^^^
AssertionError"
mbpp_771,MBPP,openai/gpt-oss-120b,S0,1,True,,155,225,3626.82,0.000216,0.0747,
mbpp_772,MBPP,openai/gpt-oss-120b,S0,1,True,,140,243,1756.03,0.0002209,0.0652,
mbpp_773,MBPP,openai/gpt-oss-120b,S0,1,False,assertion_error,151,357,3003.09,0.0003,0.1177,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpsswdjget.py"", line 25, in <module>
    assert occurance_substring('python programming, python language','python')==('pyth"
mbpp_775,MBPP,openai/gpt-oss-120b,S0,1,True,,142,191,2950.96,0.0001881,0.0649,
mbpp_776,MBPP,openai/gpt-oss-120b,S0,1,False,assertion_error,143,303,2163.39,0.0002613,0.1129,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpxhowrprv.py"", line 13, in <module>
    assert count_vowels('bestinstareels') == 7
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^"
mbpp_777,MBPP,openai/gpt-oss-120b,S0,1,False,assertion_error,142,152,2777.02,0.0001627,0.1091,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpwlaf2n_k.py"", line 11, in <module>
    assert find_sum([1,2,3,1,1,4,5,6]) == 21
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^"
mbpp_778,MBPP,openai/gpt-oss-120b,S0,1,True,,142,254,1930.38,0.000229,0.0799,
mbpp_779,MBPP,openai/gpt-oss-120b,S0,1,False,syntax_error,168,512,3313.67,0.0004084,0.1223,"File ""C:\Users\dell\AppData\Local\Temp\tmp__x0bplw.py"", line 2
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 8)"
mbpp_780,MBPP,openai/gpt-oss-120b,S0,1,False,runtime_error,164,512,4201.22,0.0004066,0.106,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp2i4jaxhk.py"", line 4, in <module>
    assert find_combinations([(2, 4), (6, 7), (5, 1), (6, 10)]) == [(8, 11), (7, 5), (8"
mbpp_781,MBPP,openai/gpt-oss-120b,S0,1,True,,162,390,3948.85,0.0003264,0.0715,
mbpp_782,MBPP,openai/gpt-oss-120b,S0,1,True,,158,319,4034.06,0.0002784,0.0664,
mbpp_783,MBPP,openai/gpt-oss-120b,S0,1,False,assertion_error,156,512,3544.77,0.000403,0.1199,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpwoeecs_d.py"", line 26, in <module>
    assert rgb_to_hsv(255, 255, 255)==(0, 0.0, 100.0)
           ^^^^^^^^^^^^^^^^^^^^^"
mbpp_784,MBPP,openai/gpt-oss-120b,S0,1,True,,144,364,4215.57,0.0003014,0.0624,
mbpp_785,MBPP,openai/gpt-oss-120b,S0,1,True,,136,371,3231.96,0.0003024,0.0634,
mbpp_786,MBPP,openai/gpt-oss-120b,S0,1,True,,142,245,2888.43,0.0002232,0.0771,
mbpp_787,MBPP,openai/gpt-oss-120b,S0,1,True,,142,173,2736.74,0.0001764,0.0821,
mbpp_788,MBPP,openai/gpt-oss-120b,S0,1,False,assertion_error,139,224,1611.81,0.0002082,0.1122,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpohxx9pgv.py"", line 16, in <module>
    assert new_tuple([""WEB"", ""is""], ""best"") == ('WEB', 'is', 'best')
           ^^^^^^"
mbpp_790,MBPP,openai/gpt-oss-120b,S0,1,True,,142,216,1918.31,0.0002043,0.0472,
mbpp_791,MBPP,openai/gpt-oss-120b,S0,1,True,,135,296,3082.25,0.0002532,0.0627,
mbpp_792,MBPP,openai/gpt-oss-120b,S0,1,False,runtime_error,141,512,2205.19,0.0003963,0.1097,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp24sxmbgt.py"", line 17, in <module>
    assert count_list([[1, 3], [5, 7], [9, 11], [13, 15, 17]]) == 4
           ~~~~~~~"
mbpp_793,MBPP,openai/gpt-oss-120b,S0,1,True,,140,281,4992.4,0.0002456,0.069,
mbpp_794,MBPP,openai/gpt-oss-120b,S0,1,True,,149,305,2052.11,0.0002653,0.0803,
mbpp_796,MBPP,openai/gpt-oss-120b,S0,1,True,,138,121,2722.09,0.0001408,0.0705,
mbpp_797,MBPP,openai/gpt-oss-120b,S0,1,False,runtime_error,145,290,2075.92,0.0002538,0.1124,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpgw5kmtmq.py"", line 21, in <module>
    assert sum_in_range(2,5) == 8
           ^^^^^^^^^^^^
NameError: name 'sum_in_rang"
mbpp_798,MBPP,openai/gpt-oss-120b,S0,1,True,,135,117,2507.42,0.0001368,0.0682,
mbpp_799,MBPP,openai/gpt-oss-120b,S0,1,True,,149,193,1655.51,0.0001925,0.0699,
mbpp_800,MBPP,openai/gpt-oss-120b,S0,1,True,,137,110,1418.19,0.0001332,0.0764,
mbpp_801,MBPP,openai/gpt-oss-120b,S0,1,True,,141,290,2006.28,0.000252,0.0635,
mbpp_802,MBPP,openai/gpt-oss-120b,S0,1,False,assertion_error,163,385,3235.02,0.0003236,0.1192,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpz524aag9.py"", line 21, in <module>
    assert count_rotation([3,2,1]) == 1
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
Assert"
mbpp_803,MBPP,openai/gpt-oss-120b,S0,1,True,,162,263,3013.78,0.0002439,0.0721,
mbpp_804,MBPP,openai/gpt-oss-120b,S0,1,True,,143,281,2728.7,0.000247,0.0662,
mbpp_805,MBPP,openai/gpt-oss-120b,S0,1,True,,145,179,2898.37,0.0001816,0.0655,
mbpp_806,MBPP,openai/gpt-oss-120b,S0,1,True,,141,391,2275.28,0.0003176,0.0643,
mbpp_807,MBPP,openai/gpt-oss-120b,S0,1,True,,142,220,2701.85,0.0002069,0.0702,
mbpp_808,MBPP,openai/gpt-oss-120b,S0,1,True,,139,187,2635.02,0.0001841,0.0688,
mbpp_809,MBPP,openai/gpt-oss-120b,S0,1,True,,147,242,1966.81,0.0002234,0.0642,
mbpp_11,MBPP,openai/gpt-oss-120b,S0,1,True,,143,465,3103.96,0.0003666,0.0699,
mbpp_12,MBPP,openai/gpt-oss-120b,S0,1,True,,143,198,3787.08,0.0001931,0.0669,
mbpp_14,MBPP,openai/gpt-oss-120b,S0,1,True,,139,368,1944.58,0.0003018,0.0695,
mbpp_16,MBPP,openai/gpt-oss-120b,S0,1,True,,151,352,3247.45,0.0002968,0.0856,
mbpp_17,MBPP,openai/gpt-oss-120b,S0,1,True,,142,137,2743.56,0.000153,0.068,
mbpp_18,MBPP,openai/gpt-oss-120b,S0,1,False,runtime_error,143,164,1758.71,0.000171,0.1091,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp5suwr6v4.py"", line 7, in <module>
    assert remove_dirty_chars(""probasscurve"", ""pros"") == 'bacuve'
           ^^^^^^^^^^"
mbpp_19,MBPP,openai/gpt-oss-120b,S0,1,True,,140,150,1462.81,0.0001605,0.062,
mbpp_20,MBPP,openai/gpt-oss-120b,S0,1,True,,141,334,2104.26,0.0002806,0.0719,
mbpp_56,MBPP,openai/gpt-oss-120b,S0,1,False,runtime_error,141,299,3110.0,0.0002578,0.1136,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp6p9solzu.py"", line 13, in <module>
    assert check(70) == False
           ^^^^^
NameError: name 'check' is not defined"
mbpp_57,MBPP,openai/gpt-oss-120b,S0,1,True,,145,239,2907.84,0.0002206,0.0694,
mbpp_58,MBPP,openai/gpt-oss-120b,S0,1,True,,143,224,2915.69,0.00021,0.0725,
mbpp_59,MBPP,openai/gpt-oss-120b,S0,1,True,,136,160,1610.58,0.0001652,0.0654,
mbpp_61,MBPP,openai/gpt-oss-120b,S0,1,True,,146,401,2250.72,0.0003263,0.0761,
mbpp_62,MBPP,openai/gpt-oss-120b,S0,1,True,,137,153,2787.12,0.0001611,0.0619,
mbpp_63,MBPP,openai/gpt-oss-120b,S0,1,True,,141,385,2200.39,0.0003137,0.0777,
mbpp_64,MBPP,openai/gpt-oss-120b,S0,1,True,,141,164,3808.71,0.0001701,0.0616,
mbpp_65,MBPP,openai/gpt-oss-120b,S0,1,True,,139,187,1798.76,0.0001841,0.0651,
mbpp_66,MBPP,openai/gpt-oss-120b,S0,1,True,,139,124,1425.92,0.0001432,0.0687,
mbpp_67,MBPP,openai/gpt-oss-120b,S0,1,False,runtime_error,141,512,2478.72,0.0003963,0.1118,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpmjq1twgj.py"", line 4, in <module>
    assert bell_number(2)==2
           ^^^^^^^^^^^
NameError: name 'bell_number' is no"
mbpp_68,MBPP,openai/gpt-oss-120b,S0,1,True,,143,268,3928.08,0.0002386,0.0674,
mbpp_69,MBPP,openai/gpt-oss-120b,S0,1,True,,141,215,2583.45,0.0002032,0.0651,
mbpp_70,MBPP,openai/gpt-oss-120b,S0,1,False,runtime_error,141,207,1569.3,0.000198,0.1075,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp0je0m8xg.py"", line 12, in <module>
    assert get_equal([(11, 22, 33), (44, 55, 66)]) == True
           ^^^^^^^^^
NameEr"
mbpp_71,MBPP,openai/gpt-oss-120b,S0,1,True,,134,379,3031.67,0.0003066,0.0807,
mbpp_72,MBPP,openai/gpt-oss-120b,S0,1,False,syntax_error,147,512,3203.08,0.000399,0.1079,"File ""C:\Users\dell\AppData\Local\Temp\tmp5n3fminu.py"", line 23
    assert dif_Square(5) == True
    ^^^^^^
SyntaxError: f-string: expecting a valid expression after '{'"
mbpp_74,MBPP,openai/gpt-oss-120b,S0,1,False,syntax_error,141,512,4543.86,0.0003963,0.1107,"File ""C:\Users\dell\AppData\Local\Temp\tmpx45lp3ua.py"", line 2
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 12)"
mbpp_75,MBPP,openai/gpt-oss-120b,S0,1,True,,145,224,3941.38,0.0002109,0.0607,
mbpp_77,MBPP,openai/gpt-oss-120b,S0,1,True,,140,160,2473.0,0.000167,0.0633,
mbpp_79,MBPP,openai/gpt-oss-120b,S0,1,True,,141,184,1788.41,0.0001831,0.0651,
mbpp_80,MBPP,openai/gpt-oss-120b,S0,1,True,,137,241,1870.35,0.0002183,0.064,
mbpp_82,MBPP,openai/gpt-oss-120b,S0,1,True,,136,156,2796.64,0.0001626,0.0803,
humaneval_0,HumanEval,openai/gpt-oss-120b,S0,1,True,,233,251,1996.13,0.000268,0.0796,
humaneval_1,HumanEval,openai/gpt-oss-120b,S0,1,True,,223,509,3439.55,0.0004312,0.0786,
humaneval_2,HumanEval,openai/gpt-oss-120b,S0,1,True,,192,233,4785.67,0.0002379,0.0747,
humaneval_3,HumanEval,openai/gpt-oss-120b,S0,1,True,,226,193,2778.32,0.0002272,0.0835,
humaneval_4,HumanEval,openai/gpt-oss-120b,S0,1,True,,226,232,2918.2,0.0002525,0.0875,
humaneval_5,HumanEval,openai/gpt-oss-120b,S0,1,True,,206,229,2924.5,0.0002416,0.0731,
humaneval_6,HumanEval,openai/gpt-oss-120b,S0,1,True,,218,282,3061.14,0.0002814,0.0839,
humaneval_7,HumanEval,openai/gpt-oss-120b,S0,1,True,,201,159,2796.03,0.0001938,0.0828,
humaneval_8,HumanEval,openai/gpt-oss-120b,S0,1,True,,218,286,2059.73,0.000284,0.0781,
humaneval_9,HumanEval,openai/gpt-oss-120b,S0,1,True,,208,184,2766.17,0.0002132,0.0804,
humaneval_10,HumanEval,openai/gpt-oss-120b,S0,1,True,,248,512,3624.02,0.0004444,0.0699,
humaneval_11,HumanEval,openai/gpt-oss-120b,S0,1,True,,186,175,3551.89,0.0001975,0.0693,
humaneval_12,HumanEval,openai/gpt-oss-120b,S0,1,True,,210,219,2950.09,0.0002369,0.0765,
humaneval_13,HumanEval,openai/gpt-oss-120b,S0,1,True,,178,132,2761.61,0.0001659,0.0752,
humaneval_14,HumanEval,openai/gpt-oss-120b,S0,1,True,,167,138,1768.91,0.0001648,0.0833,
humaneval_15,HumanEval,openai/gpt-oss-120b,S0,1,True,,176,157,1773.66,0.0001812,0.069,
humaneval_16,HumanEval,openai/gpt-oss-120b,S0,1,True,,181,193,1837.21,0.0002069,0.0724,
humaneval_17,HumanEval,openai/gpt-oss-120b,S0,1,True,,278,280,4135.9,0.0003071,0.0866,
humaneval_18,HumanEval,openai/gpt-oss-120b,S0,1,True,,196,275,1992.37,0.000267,0.073,
humaneval_19,HumanEval,openai/gpt-oss-120b,S0,1,True,,213,298,3867.9,0.0002895,0.0759,
humaneval_20,HumanEval,openai/gpt-oss-120b,S0,1,True,,276,319,3924.64,0.0003316,0.0962,
humaneval_21,HumanEval,openai/gpt-oss-120b,S0,1,True,,233,321,2916.61,0.0003135,0.0812,
humaneval_22,HumanEval,openai/gpt-oss-120b,S0,1,True,,202,369,4234.78,0.0003308,0.0862,
humaneval_23,HumanEval,openai/gpt-oss-120b,S0,1,True,,151,88,2649.86,0.0001252,0.0689,
humaneval_24,HumanEval,openai/gpt-oss-120b,S0,1,True,,160,217,878.41,0.0002131,0.0708,
humaneval_25,HumanEval,openai/gpt-oss-120b,S0,1,True,,234,284,3007.18,0.0002899,0.0885,
humaneval_26,HumanEval,openai/gpt-oss-120b,S0,1,True,,192,158,3463.45,0.0001891,0.0897,
humaneval_27,HumanEval,openai/gpt-oss-120b,S0,1,True,,156,111,1633.58,0.0001424,0.0741,
humaneval_28,HumanEval,openai/gpt-oss-120b,S0,1,True,,165,137,1752.04,0.0001633,0.0579,
humaneval_29,HumanEval,openai/gpt-oss-120b,S0,1,True,,196,138,2537.24,0.0001779,0.0631,
humaneval_30,HumanEval,openai/gpt-oss-120b,S0,1,True,,221,197,1884.61,0.0002275,0.0654,
humaneval_31,HumanEval,openai/gpt-oss-120b,S0,1,True,,207,265,2959.61,0.0002654,0.0662,
humaneval_32,HumanEval,openai/gpt-oss-120b,S0,1,False,runtime_error,368,512,4258.22,0.0004984,0.108,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmplccbz3ts.py"", line 22, in <module>
    check(find_zero)
          ^^^^^^^^^
NameError: name 'find_zero' is not defined"
humaneval_33,HumanEval,openai/gpt-oss-120b,S0,1,True,,261,450,5088.8,0.00041,0.0849,
humaneval_34,HumanEval,openai/gpt-oss-120b,S0,1,True,,181,132,4689.17,0.0001673,0.0779,
humaneval_35,HumanEval,openai/gpt-oss-120b,S0,1,True,,190,184,1894.53,0.0002051,0.0679,
humaneval_36,HumanEval,openai/gpt-oss-120b,S0,1,False,syntax_error,187,512,2210.45,0.000417,0.115,"File ""C:\Users\dell\AppData\Local\Temp\tmphsw_147k.py"", line 1
    def fizz_buzz(n: int) ->
                          ^^
SyntaxError: expected ':'"
humaneval_37,HumanEval,openai/gpt-oss-120b,S0,1,True,,231,430,5275.95,0.0003835,0.0805,
humaneval_38,HumanEval,openai/gpt-oss-120b,S0,1,False,runtime_error,267,369,4915.45,0.00036,0.1277,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpsevv9ube.py"", line 24, in <module>
    check(decode_cyclic)
    ~~~~~^^^^^^^^^^^^^^^
  File ""C:\Users\dell\AppData\Local\"
humaneval_39,HumanEval,openai/gpt-oss-120b,S0,1,False,assertion_error,204,512,3590.31,0.0004246,0.1238,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpp2x9lvsx.py"", line 64, in <module>
    check(prime_fib)
    ~~~~~^^^^^^^^^^^
  File ""C:\Users\dell\AppData\Local\Temp\tmp"
humaneval_40,HumanEval,openai/gpt-oss-120b,S0,1,False,runtime_error,267,512,5690.96,0.000453,0.1461,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpno4fe892.py"", line 37, in <module>
    check(triples_sum_to_zero)
    ~~~~~^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\dell\Ap"
humaneval_41,HumanEval,openai/gpt-oss-120b,S0,1,True,,257,469,5359.16,0.0004205,0.0861,
humaneval_42,HumanEval,openai/gpt-oss-120b,S0,1,True,,217,185,3637.69,0.0002179,0.0741,
humaneval_43,HumanEval,openai/gpt-oss-120b,S0,1,True,,265,367,3236.18,0.0003578,0.0776,
humaneval_44,HumanEval,openai/gpt-oss-120b,S0,1,True,,199,244,3892.77,0.0002482,0.0847,
humaneval_45,HumanEval,openai/gpt-oss-120b,S0,1,True,,154,134,1534.0,0.0001564,0.0684,
humaneval_46,HumanEval,openai/gpt-oss-120b,S0,1,True,,278,266,3024.59,0.000298,0.0699,
humaneval_47,HumanEval,openai/gpt-oss-120b,S0,1,True,,183,215,2919.97,0.0002221,0.0623,
humaneval_48,HumanEval,openai/gpt-oss-120b,S0,1,True,,179,142,2768.81,0.0001729,0.0578,
humaneval_49,HumanEval,openai/gpt-oss-120b,S0,1,True,,214,307,1890.42,0.0002959,0.0782,
mbpp_602,MBPP,openai/gpt-oss-120b,S0,2,True,,141,182,2519.54,0.0001817,0.0709,
mbpp_603,MBPP,openai/gpt-oss-120b,S0,2,False,runtime_error,143,512,3520.12,0.0003972,0.1066,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpcm7yncg1.py"", line 4, in <module>
    assert get_ludic(10) == [1, 2, 3, 5, 7]
           ^^^^^^^^^
NameError: name 'get_l"
mbpp_604,MBPP,openai/gpt-oss-120b,S0,2,True,,139,249,3919.07,0.0002244,0.0783,
mbpp_605,MBPP,openai/gpt-oss-120b,S0,2,True,,138,189,1871.33,0.000185,0.1096,
mbpp_606,MBPP,openai/gpt-oss-120b,S0,2,True,,134,123,1663.34,0.0001403,0.1004,
mbpp_607,MBPP,openai/gpt-oss-120b,S0,2,True,,153,232,3292.87,0.0002196,0.077,
mbpp_608,MBPP,openai/gpt-oss-120b,S0,2,False,assertion_error,134,512,2461.31,0.0003931,0.113,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp2l9sejp7.py"", line 10, in <module>
    assert bell_Number(2) == 2
           ^^^^^^^^^^^^^^^^^^^
AssertionError"
mbpp_610,MBPP,openai/gpt-oss-120b,S0,2,False,assertion_error,151,291,3109.88,0.0002571,0.1008,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmplbww0me1.py"", line 11, in <module>
    assert remove_kth_element([1,1,2,3,4,4,5,1],3)==[1, 1, 3, 4, 4, 5, 1]
           ^"
mbpp_611,MBPP,openai/gpt-oss-120b,S0,2,True,,148,209,2849.62,0.0002025,0.0599,
mbpp_612,MBPP,openai/gpt-oss-120b,S0,2,False,runtime_error,169,190,1838.72,0.0001995,0.1431,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpeb0lb2r4.py"", line 19, in <module>
    assert merge([['x', 'y','z' ], ['a', 'b','c'], ['m', 'n','o']]) == [['x', 'a', 'm'"
mbpp_614,MBPP,openai/gpt-oss-120b,S0,2,False,assertion_error,147,483,2509.02,0.0003801,0.0861,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp7aubc2t_.py"", line 31, in <module>
    assert cummulative_sum([(1, 3), (5, 6, 7), (2, 6)]) == 30
           ^^^^^^^^^^^^^"
mbpp_615,MBPP,openai/gpt-oss-120b,S0,2,False,assertion_error,145,200,3931.05,0.0001953,0.0973,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpad5_0jp5.py"", line 14, in <module>
    assert average_tuple(((10, 10, 10, 12), (30, 45, 56, 45), (81, 80, 39, 32), (1, 2,"
mbpp_616,MBPP,openai/gpt-oss-120b,S0,2,True,,143,183,1827.13,0.0001833,0.0547,
